subj,prompt,excluded_subj,excluded_subj_rep,excluded_response,response,prompt_val,prompt_set,prompt_val_set,prompt_stage,concrete_gpt,abstract_gpt,negativity_gpt,positivity_gpt,word_counts,brysbaert_sum,brysbaert_mean,brysbaert_sd
42,P5b,0,0,0,a woman is getting silly at a dinner party with a child ,P,5,P5,b,6,2,0,6,12,35.46,3.223636364,0.973840569
42,P5c,0,0,0,a woman showing off her baby to her funny friend over dinner ,P,5,P5,c,8,2,0,7,12,36.08,3.28,1.015618038
42,N8a,0,0,0,being checked in on ,N,8,N8,a,2,1,0,5,4,7.86,2.62,0.71042241
42,N8b,0,0,0,being criticized ,N,8,N8,b,2,1,6,1,2,3.88,1.94,0.127279221
42,N8c,0,0,0,being disinterested in being talked down to ,N,8,N8,c,1,6,2,2,7,17.69,2.527142857,0.993322947
42,N9a,0,0,0,picking something out of a man's hand ,N,9,N9,a,8,0,0,0,7,22.8,3.257142857,1.269431819
42,N9b,0,0,0,picking up a ring that's being presented ,N,9,N9,b,9,0,0,5,7,22.49,3.212857143,1.153902282
42,N9c,0,0,0,taking a ring that doesn't truly belong to you ,N,9,N9,c,2,2,4,1,9,20.93,2.99,1.212518041
42,P6a,0,0,0,a man looks confused at two women ,P,6,P6,a,8,2,1,1,7,23.75,3.392857143,1.117910466
42,P6b,0,0,0,two women talking while a man looks on ,P,6,P6,b,9,0,0,0,8,28.51,3.56375,1.039202132
42,P6c,0,0,0,a business woman talking with some clients ,P,6,P6,c,6,0,0,5,7,23.44,3.348571429,0.88008387
42,N10a,0,0,0,people sitting together at a table ,N,10,N10,a,8,0,0,5,6,22.48,3.746666667,1.221338064
42,N10b,0,0,0,parents are talking and one child feels left out ,N,10,N10,b,4,4,4,1,9,28.29,3.143333333,1.215935854
42,N10c,0,0,0,a young girl feels lonely while other people connect over breakfast ,N,10,N10,c,4,6,6,2,11,33.81,3.073636364,1.138369648
42,P7a,0,0,0,teammates play together outside ,P,7,P7,a,8,0,0,7,4,14.38,3.595,0.728949015
42,P7b,0,0,0,children celebrating a sporting win outside ,P,7,P7,b,8,0,0,8,6,21.33,3.555,0.811732715
42,P7c,0,0,0,"a young boy scored for his team, everyone is happy ",P,7,P7,c,6,2,0,9,10,32.18,3.218,0.847267503
42,N11a,0,0,0,a man is comforting a woman ,N,11,N11,a,7,2,1,6,6,22.57,3.761666667,0.755894613
42,N11b,0,0,0,a man is pleading with a woman ,N,11,N11,b,4,4,3,2,7,24.27,3.467142857,0.99717458
42,N11c,0,0,0,A woman is upset while a man pleads with her ,N,11,N11,c,7,6,6,2,10,31.23,3.123,1.043126178
42,P8a,0,0,0,a coach looks worried ,P,8,P8,a,7,3,3,1,4,12.88,3.22,0.665181679
42,P8b,0,0,0,a coach is discussing strategy with her team ,P,8,P8,b,3,1,0,2,8,25.19,3.14875,0.828310458
42,P8c,0,0,0,A team of woman in sports work out strategies together ,P,8,P8,c,7,1,0,8,10,28,3.111111111,0.893118755
42,P9a,0,0,0,A woman is sad and rubbing her eye ,P,9,P9,a,8,2,7,1,8,28.46,3.5575,1.078805556
42,P9b,0,0,0,a woman sits at a table wiping her eye ,P,9,P9,b,9,1,2,1,9,34.63,3.847777778,1.007034977
42,P9c,0,0,0,a friend celebrates a birthday at a restaurant ,P,9,P9,c,8,0,0,8,8,25.88,3.235,0.778056186
42,N12a,0,0,0,watching a presentation ,N,12,N12,a,6,0,0,1,3,10.97,3.656666667,0.828573071
42,N12b,0,0,0,being told you're not cutting it at work ,N,12,N12,b,2,2,8,1,8,23.85,2.98125,0.995854802
42,N12c,0,0,0,deadlines are not being met ,N,12,N12,c,2,0,7,1,5,11.44,2.288,0.517754768
42,P10a,0,0,0,people sitting together outside ,P,10,P10,a,8,0,0,5,4,16.51,4.1275,0.956290576
42,P10b,0,0,0,a family sitting together outside ,P,10,P10,b,8,0,0,7,5,19.27,3.854,0.836498655
42,P10c,0,0,0,people are enjoying eating outside and telling stories ,P,10,P10,c,6,2,0,8,8,25.27,3.15875,1.225321386
42,P11a,0,0,0,A woman attending to something with another woman ,P,11,P11,a,2,0,0,0,8,23.4,2.925,1.127614422
42,P11b,0,0,0,two girls sitting on a couch together ,P,11,P11,b,9,0,0,5,7,27.78,3.968571429,0.876040877
42,P11c,0,0,0,"two women staying in, doing pedicures ",P,11,P11,c,7,0,0,7,6,20.61,3.435,1.024924387
42,P12a,0,0,0,a man looks back concerned ,P,12,P12,a,7,3,3,2,5,13.32,3.33,1.272451702
42,P12b,0,0,0,a man critically thinks about what's being told to him ,P,12,P12,b,2,4,0,2,10,25.99,2.599,1.021496179
42,P12c,0,0,0,a lively discussion at lunch with friends ,P,12,P12,c,4,1,0,8,7,20.13,2.875714286,0.811867336
43,N1a,0,0,0,A group of friends went out to get coffee together. Most of them are on their phones.,N,1,N1,a,4,1,2,3,17,49.17,2.892352941,1.038824633
43,N1b,0,0,0,Three people in the group are on their phones while out with eachother. There is one man on the left who is not on his phone. ,N,1,N1,b,9,1,1,1,26,77.23,3.0892,1.122830946
43,N1c,0,0,0,The man on the left is yawning while with his friends. They went to grab coffee but everyone is one their phones texting or on social media.,N,1,N1,c,7,2,2,2,27,82.73,3.064074074,1.077433772
43,N2a,0,0,0,A group of girls are talking about a girl. ,N,2,N2,a,2,0,0,0,9,29.68,3.297777778,1.283333333
43,N2b,0,0,0,A group of men and woman are making fun of another girl that is standing in front of them.,N,2,N2,b,6,3,7,1,19,54.73,3.040555556,1.187193786
43,N2c,0,0,0,A woman is frowning and distant from the group of people behind her. The group seems to be mocking her and talking about her behind her back. ,N,2,N2,c,7,7,7,1,27,77.55,2.872222222,1.108347118
43,P1a,0,0,0,People seem to consoling someone.,P,1,P1,a,2,2,1,3,5,15.59,3.118,1.39619841
43,P1b,0,0,0,Three people who look concerned are trying to provide comfort to their friend who is upset.,P,1,P1,b,8,6,3,2,16,42.01,2.625625,0.949631288
43,P1c,0,0,0,A man is expressing his feelings to a group of people and they are expressing concern for him. ,P,1,P1,c,2,3,2,3,18,49.95,2.775,1.099461098
43,N3a,0,0,0,A group of people are sitting at the dinner table. ,N,3,N3,a,8,0,0,1,10,28.65,3.183333333,1.443156263
43,N3b,0,0,0,A group of people are having a meeting. They seem to be having a good time and are laughing.,N,3,N3,b,7,2,0,8,19,49.84,2.623157895,0.998949741
43,N3c,0,0,0,There is a woman on her phone looking down. The group of people next to her are pointing at her and laughing at her. ,N,3,N3,c,9,2,6,1,24,68.45,2.976086957,1.017397478
43,N4a,0,0,0,A very blurry image of two people talking. There is one man and one woman.,N,4,N4,a,7,0,0,1,15,51.71,3.447333333,1.162377285
43,N4b,0,0,0,A man and woman are having a discussion. The lady is dressed in a suit with her hair neatly in a ponytail. ,N,4,N4,b,7,0,0,0,22,73.77,3.353181818,1.153356949
43,N4c,0,0,0,A man and woman are having a disagreeing conversation. The man seems to be dismissing what the woman is saying. ,N,4,N4,c,4,4,4,1,20,55.51,2.7755,1.179556005
43,P2a,0,0,0,A group of elderly people are eating dinner together.,P,2,P2,a,7,0,0,5,9,30.97,3.441111111,1.143956341
43,P2b,0,0,0,A old woman is showing two older men a chicken that she cooked. She seems excited about the meat while the man doesnt care. ,P,2,P2,b,8,4,2,3,24,72.57,3.155217391,1.244375965
43,P2c,0,0,0,The woman made turkey for thanksgiving and her husband is trying to help her place it down. The younger man next to her seems to be her son who is excited for the meat. ,P,2,P2,c,8,3,0,7,34,94.49,2.779117647,1.129176068
43,N5a,0,0,0,A group of men in the back are on their phones. A woman is sitting away from them looks stressed out. ,N,5,N5,a,8,2,4,2,21,67.75,3.226190476,1.069287034
43,N5b,0,0,0,Three people are on their phones in the back while their friend is laying over looking stressed.,N,5,N5,b,8,3,5,1,17,54.19,3.187647059,1.006333254
43,N5c,0,0,0,A woman who looks tired or bored is sitting with a group of her friends. The group is all on their phones and not talking with one another.,N,5,N5,c,8,3,4,1,28,87.46,3.123571429,1.09146254
43,N6a,0,0,0,Three men in suits sitting on a coach watching something out of the frame. ,N,6,N6,a,8,0,0,0,14,48.36,3.454285714,1.214677636
43,N6b,0,0,0,A man on his phone taking a selfie. The man next to him seems to be sighing.,N,6,N6,b,8,2,2,2,17,48.17,3.010625,1.181222354
43,N6c,0,0,0,Three men at a party sitting on a white couch. One is taking a selfie. Another man looks unhappy covered in strings. Another man is looking down on his phone texting someone. ,N,6,N6,c,9,3,3,2,32,112.94,3.643225806,0.822299163
43,N7a,0,0,0,A man and woman sitting in a nook having a discussion. ,N,7,N7,a,8,1,0,0,11,37.94,3.449090909,1.062510749
43,N7b,0,0,0,A woman sitting at a table having a discussion with someone who seems to be older. They seem to be at a cafe of some sort. ,N,7,N7,b,8,2,0,0,26,72.4,2.784615385,1.087732433
43,N7c,0,0,0,Two woman are having a arguement. The blonde girl is putting her hand in the brunette womans face and ignoring what she is saying. It seems they are having a disagreement. ,N,7,N7,c,8,3,5,1,31,90.05,3.105172414,1.141295069
43,P3a,0,0,0,A woman who looks confused or distressed is talking during a work meeting.,P,3,P3,a,7,3,4,2,13,38.04,2.926153846,0.957475313
43,P3b,0,0,0,A woman who looks concerned is presenting something in a work meeting.,P,3,P3,b,7,3,3,2,12,35.98,2.998333333,0.862109815
43,P3c,0,0,0,A woman who looks concerned is having a meeting at work with other people.,P,3,P3,c,6,2,3,2,14,40.78,2.912857143,0.997770041
43,P4a,0,0,0,There is a meeting in a conference room.,P,4,P4,a,4,0,0,0,8,27.28,3.41,0.777247892
43,P4b,0,0,0,A group of woman are having a meeting at work. They are all dressed nicely and have things pulled up on their computers. ,P,4,P4,b,7,1,0,5,23,69.68,3.029565217,1.02318788
43,P4c,0,0,0,A group of black woman are having a meeting within the workplace. There is one person talking while everyone else is listening. ,P,4,P4,c,7,1,0,1,22,68.65,3.120454545,1.065593853
43,P5a,0,0,0,A woman is making a silly face at a little kid.,P,5,P5,a,8,2,0,7,11,38.18,3.470909091,0.934766864
43,P5b,0,0,0,The woman is drinking wine and sitting with her friend who has a child. She seems to be making a silly face at the child.,P,5,P5,b,8,3,0,4,25,73.31,3.054583333,1.299983208
43,P5c,0,0,0,There is a woman holding a little boy. Her friend sitting next to her is making silly faces at the boy. ,P,5,P5,c,9,1,0,7,21,69.11,3.290952381,1.074052628
43,N8a,0,0,0,A blurry image of a mother putting up the christmas tree. There is a woman sitting at the table looking away from the tree. ,N,8,N8,a,8,1,0,2,24,70.98,3.226363636,1.264660863
43,N8b,0,0,0,A woman is putting up a christmas tree while talking to someone out of frame. There is a lady sitting at a table. ,N,8,N8,b,8,1,0,2,23,71.93,3.425238095,1.098237766
43,N8c,0,0,0,The lady at the table seems upset about something. There is a lady putting up a tree talking to someone out of the frame. ,N,8,N8,c,5,3,4,2,24,67.16,2.92,1.237266048
43,N9a,0,0,0,A man is recieving drugs from someone.,N,9,N9,a,3,0,3,1,7,22,3.666666667,1.049279118
43,N9b,0,0,0,A woman is dropping off her ring to her husband or fiancé and they seem to be splitting up.,N,9,N9,b,3,3,7,1,19,49.71,2.924117647,1.117463975
43,N9c,0,0,0,A couple is splitting up and a woman is giving back her ring. The man is incredibly upset and is crying.,N,9,N9,c,8,3,8,1,21,66.24,3.312,1.096610088
43,P6a,0,0,0,A group of people seem to be confronting a woman.,P,6,P6,a,4,2,4,2,10,29.05,2.905,1.222949531
43,P6b,0,0,0,A woman is having a discussion with other people. The man seems to be judging the woman who is talking. ,P,6,P6,b,3,4,3,2,20,59.65,2.9825,1.215807615
43,P6c,0,0,0,The woman is presenting something to a group of people. The group is listening and paying attention. ,P,6,P6,c,6,1,0,5,17,47.25,2.953125,1.222744011
43,N10a,0,0,0,A little girl is sitting at the end of the table excluded from those next to her.,N,10,N10,a,8,4,6,1,17,48.25,2.838235294,1.242599268
43,N10b,0,0,0,A woman seems to be sitting alone at work. The group next to her is pointing and seems they are talking about her. ,N,10,N10,b,7,3,6,1,23,62.94,2.736521739,1.059809626
43,N10c,0,0,0,A woman at the cafe is sitting at the end of the table looking sad and lonely. There is a group at the end of the table that are drinking coffee and having a discussion. ,N,10,N10,c,8,5,5,2,35,100.4,2.868571429,1.256571299
43,P7a,0,0,0,A boy just scoared a goal and his friends are grabbing him to celebrate. ,P,7,P7,a,8,1,0,8,14,36.59,2.814615385,0.966183345
43,P7b,0,0,0,A young boy just scored a goal and is proud of himself. His other teammates are jumping on him with excitement. ,P,7,P7,b,8,4,0,9,21,61.7,2.938095238,0.974338848
43,P7c,0,0,0,A young boy playing soccer made a goal. His teamates are celebrating with him.,P,7,P7,c,8,1,0,8,14,41.24,3.172307692,0.856058349
43,N11a,0,0,0,A woman is sitting on the couch clearly very distressed. While she is crying her partner is trying to console her. He is reaching out to her trying to give her support.,N,11,N11,a,8,7,7,3,32,94.14,3.036774194,1.011155732
43,N11b,0,0,0,The man is holding his hands in a prayer stance. He is staring at the woman who is crying. ,N,11,N11,b,8,2,2,1,19,64.51,3.395263158,1.056789522
43,N11c,0,0,0,"He seems to be asking for forgiveness about something, maybe he cheated. The woman is crying and has her body turned away from the man. He looks like he is trying to beg for forgiveness. ",N,11,N11,c,6,7,7,1,35,87.13,2.64030303,1.155323236
43,P8a,0,0,0,A group of soccer players are listening to what their coach is saying.,P,8,P8,a,7,1,0,5,13,36.34,3.028333333,1.055934169
43,P8b,0,0,0,A group of female soccer players of listening to their female coach. ,P,8,P8,b,7,0,0,5,12,36.79,3.344545455,1.195979629
43,P8c,0,0,0,A female coach is giving her soccer players a talk and writing things down. ,P,8,P8,c,8,0,0,5,14,45.91,3.531538462,0.832654852
43,P9a,0,0,0,A woman is crying.,P,9,P9,a,8,1,7,1,4,15.64,3.91,0.498865379
43,P9b,0,0,0,"A woman is at a resturant, celebrating her birthday and is crying. ",P,9,P9,b,8,2,3,4,12,35.51,3.228181818,0.867119579
43,P9c,0,0,0,A woman is sitting at dinner with other people crying. ,P,9,P9,c,8,1,6,1,10,35.77,3.577,1.152996579
43,N12a,0,0,0,The picture is a really blurry image of a group of people. It seems they may be in a conference room having a work meeting. ,N,12,N12,a,4,2,0,2,25,76.7,3.068,1.019472903
43,N12b,0,0,0,A woman is holding a paper and talking to a group of men sitting down. They seem to be in a meeting and are dressed like if they were going to work.,N,12,N12,b,7,3,0,2,32,94.46,2.951875,1.177154682
43,N12c,0,0,0,A woman is talking to a group of men and explaining a graph to them. All the men are listening and looking at the papers in front of them. ,N,12,N12,c,9,1,0,5,29,85.28,2.940689655,1.195574969
43,P10a,0,0,0,A group of young teenagers are sitting on the side of the road hanging out.,P,10,P10,a,8,0,0,5,15,41.99,2.999285714,1.237978901
43,P10b,0,0,0,A group of teenagers are talking while sitting on the side of the road.,P,10,P10,b,8,0,0,0,14,41.86,2.99,1.329430184
43,P10c,0,0,0,A group of friends are sitting eating mcdonalds. Some are actively having a discussion while others are on their phone. ,P,10,P10,c,8,2,0,2,20,55.33,2.912105263,1.060532251
43,P11a,0,0,0,A woman is helping a girl paint her toes.,P,11,P11,a,8,1,0,7,9,35.02,3.891111111,0.902765812
43,P11b,0,0,0,A woman is rubbing another womans feet or painting her toes.,P,11,P11,b,8,1,0,5,11,42.46,3.86,1.053441978
43,P11c,0,0,0,Two friends who had a sleepover are painting eachothers toes.,P,11,P11,c,8,1,0,8,10,29.38,3.264444444,1.198646227
43,P12a,0,0,0,A group of people are having a discussion in a cafe. ,P,12,P12,a,6,0,0,1,11,35.32,3.210909091,1.073372764
43,P12b,0,0,0,Two men are having a discussion while talking to two other woman. ,P,12,P12,b,3,0,0,0,12,37.17,3.0975,1.21880064
43,P12c,0,0,0,An entire group of friends are eating pizza together. There is a man who seems to be telling an engaging story so all his friends are looking at him.,P,12,P12,c,8,3,0,7,29,77.15,2.660344828,1.047048514
44,N1a,0,0,0,These kids are distracted on their phones. ,N,1,N1,a,6,2,3,1,7,22.33,3.19,1.178247286
44,N1b,0,0,0,These people are distracted on their phones. ,N,1,N1,b,4,2,2,1,7,22.49,3.212857143,1.210367909
44,N1c,0,0,0,These people are distracted on their phones. ,N,1,N1,c,3,2,2,1,7,22.49,3.212857143,1.210367909
44,N2a,0,0,0,These kids are bullying a girl. ,N,2,N2,a,2,1,8,0,6,20.57,3.428333333,1.243083532
44,N2b,0,0,0,These people are bullying this girl. ,N,2,N2,b,2,1,8,0,6,19.62,3.27,1.385034296
44,N2c,0,0,0,These people are talking trash about this girl. ,N,2,N2,c,2,2,7,1,8,26.24,3.28,1.419416379
44,P1a,0,0,0,They are finding out their friend has AIDS. ,P,1,P1,a,2,2,8,1,8,19.65,2.807142857,0.484310998
44,P1b,0,0,0,They are comforting their friend that just told them he has AIDS. ,P,1,P1,b,2,3,1,3,12,30.11,2.737272727,0.768714393
44,P1c,0,0,0,They are having an intervention for this guy because he is addicted to drugs and so then he ended up getting AIDS from having gay sex so that he could afford to pay for the drugs that he is addicted to. ,P,1,P1,c,2,2,8,0,41,109.36,2.667317073,1.131662548
44,N3a,0,0,0,They are laughing at a meeting. ,N,3,N3,a,6,1,0,7,6,14.17,2.834,0.563852818
44,N3b,0,0,0,They are laughing at something about this girl on the left. ,N,3,N3,b,4,2,1,2,11,25.71,2.571,1.017747513
44,N3c,0,0,0,They are laughing at this girl on the left. ,N,3,N3,c,7,2,6,1,9,22.12,2.765,1.056652396
44,N4a,0,0,0,Coworkers are arguing. ,N,4,N4,a,2,1,6,1,3,8.88,2.96,1.228535714
44,N4b,0,0,0,Co workers are arguing. ,N,4,N4,b,3,0,6,1,4,9.19,3.063333333,1.396614955
44,N4c,0,0,0,Coworkers are arguing. ,N,4,N4,c,2,1,6,1,3,8.88,2.96,1.228535714
44,P2a,0,0,0,It is Thanksgiving at the old folks home. ,P,2,P2,a,3,0,0,5,8,23.97,2.99625,0.923888328
44,P2b,0,0,0,It is Thanksgiving at the old folks home. ,P,2,P2,b,3,0,0,5,8,23.97,2.99625,0.923888328
44,P2c,0,0,0,It is Thanksgiving at the old folks home. ,P,2,P2,c,3,0,0,5,8,23.97,2.99625,0.923888328
44,N5a,0,0,0,Everyone is zoned out on their phones. ,N,5,N5,a,6,2,4,1,7,24.1,3.442857143,0.731886018
44,N5b,0,0,0,Everyone is on their phones. ,N,5,N5,b,8,0,0,0,5,18.3,3.66,0.763380639
44,N5c,0,0,0,They all just found out the other girl has an Onlyfans and had to check it out for themselves on their phones. ,N,5,N5,c,3,3,1,3,22,52.77,2.6385,1.059564335
44,N6a,0,0,0,They are taking a picture of themselves. ,N,6,N6,a,7,0,0,5,7,20.21,2.887142857,0.947676356
44,N6b,0,0,0,They are taking a selfie. ,N,6,N6,b,7,0,0,5,5,11.09,2.7725,0.628881282
44,N6c,0,0,0,They are passing the time waiting. ,N,6,N6,c,1,1,0,1,6,14.67,2.445,0.653536533
44,N7a,0,0,0,They are having an argument. ,N,7,N7,a,2,1,6,2,5,11.27,2.254,0.6346889
44,N7b,0,0,0,They are having an argument. ,N,7,N7,b,2,1,6,2,5,11.27,2.254,0.6346889
44,N7c,0,0,0,They are having an argument. ,N,7,N7,c,2,1,6,1,5,11.27,2.254,0.6346889
44,P3a,0,0,0,This lady is giving a report to her company. ,P,3,P3,a,2,1,0,0,9,29.06,3.228888889,0.946987915
44,P3b,0,0,0,This lady is giving an annual report to her company. ,P,3,P3,b,2,1,0,1,10,29.05,2.905,1.123142912
44,P3c,0,0,0,This lady is giving her annual report to the company. ,P,3,P3,c,3,1,0,1,10,29.02,2.902,1.127463229
44,P4a,0,0,0,This is a business meeting. ,P,4,P4,a,2,0,0,0,5,15.6,3.12,0.646799814
44,P4b,0,0,0,This is a business meeting. ,P,4,P4,b,2,0,0,0,5,15.6,3.12,0.646799814
44,P4c,0,0,0,This is a business meeting. ,P,4,P4,c,2,0,0,0,5,15.6,3.12,0.646799814
44,P5a,0,0,0,This lady hates children. ,P,5,P5,a,1,2,8,0,4,13.22,3.305,1.456674294
44,P5b,0,0,0,This lady is pretending to scare the child but secretly hates children and enjoys making them cry. ,P,5,P5,b,2,8,8,0,17,47.57,2.798235294,1.148576485
44,P5c,0,0,0,This lady is drunk and is terrorizing this child by screaming in his face. ,P,5,P5,c,8,4,8,0,14,46.91,3.350714286,1.212743008
44,N8a,0,0,0,This mom wants to decorate the Christmas tree with her son. ,N,8,N8,a,3,2,0,8,11,28.89,2.889,1.263077811
44,N8b,0,0,0,This mom wants to decorate this Christmas tree with her grown daughter. ,N,8,N8,b,3,2,0,7,12,33.28,3.025454545,1.210556596
44,N8c,0,0,0,This mom wants to decorate the Christmas tree with her daughter but then her daughter probably got tired of hearing all of the racist and homophobic things her mom always says so she is mad at her now. Her mom is confused about what is wrong with what she said because Trump and Fox News says that stuff is fine to say.  ,N,8,N8,c,2,8,8,1,62,164.18,2.69147541,1.072518587
44,N9a,0,0,0,Someone is giving money to a clean homeless person. ,N,9,N9,a,8,1,0,5,9,30.64,3.404444444,0.963536599
44,N9b,0,0,0,This lady is giving her ring back to her husband because she wants a divorce. ,N,9,N9,b,6,4,6,1,15,47.04,3.136,1.071459619
